random_seed,fold,threshold,r2,alpha,rutina__sentiment__NEG,rutina__sentiment__NEU,rutina__sentiment__POS,video_retelling__sentiment__NEG,video_retelling__sentiment__NEU,video_retelling__sentiment__POS,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],0.016185077274395998,205.84495275217952,1,1,1,0,1,0,1,0,1,0,1,1,1,1
3,1,[None],-0.0640997927487339,205.84495275217952,0,1,1,0,1,0,0,0,1,0,1,1,0,1
3,2,[None],-0.0776120320529392,9997.176768407839,0,1,1,0,1,0,1,0,0,0,1,1,0,1
3,3,[None],0.06794235925730208,205.84495275217952,1,1,1,1,1,1,1,0,0,1,1,1,1,1
3,4,[None],-0.008786867709533297,10000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
