random_seed,fold,threshold,r2,alpha,video_retelling__sentiment__NEG,video_retelling__sentiment__NEU,video_retelling__sentiment__POS
3,0,[None],-0.08293066865682097,9999.721473680102,1,0,0
3,1,[None],-0.06928446058367155,9997.89371812806,0,1,0
3,2,[None],-0.07492796469269014,205.84495275217952,0,0,1
3,3,[None],-0.031983690991882696,205.84495275217952,1,1,1
3,4,[None],-0.05049727933767967,9999.721473680102,0,0,1
