random_seed,fold,threshold,r2,alpha,video_retelling__sentiment__NEG,video_retelling__sentiment__NEU,video_retelling__sentiment__POS,video_retelling__speech_timing__nsyll,video_retelling__speech_timing__npauses,video_retelling__speech_timing__speechrate,video_retelling__speech_timing__mean_syllable_duration,video_retelling__speech_timing__syllable_duration_std,video_retelling__speech_timing__mean_pause_duration,video_retelling__speech_timing__pause_duration_std
3,0,[None],-0.08279602939120867,9997.893729766425,1,0,0,0,1,0,0,0,1,1
3,1,[None],-0.04458268003526067,205.84495275217952,0,1,0,1,1,1,0,1,1,1
3,2,[None],-0.08351685728148639,2123.3911146593705,0,0,1,0,1,1,0,0,0,1
3,3,[None],-0.03349341977606701,9999.396960457789,1,1,1,1,0,1,1,0,0,0
3,4,[None],-0.05012303481180336,9999.721490351536,0,0,0,0,1,0,0,0,1,1
