random_seed,fold,threshold,r2,alpha,video_retelling__word_properties__word_properties_min_concr,video_retelling__word_properties__word_properties_max_concr,video_retelling__word_properties__word_properties_std_concr,video_retelling__word_properties__word_properties_median_concr,video_retelling__word_properties__word_properties_kurt_concr,video_retelling__word_properties__word_properties_skew_concr,video_retelling__word_properties__word_properties_mean_concr,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],-0.08294140976483244,9999.396982589693,0,0,1,0,0,0,0,0,0,0,0
3,1,[None],-0.06907013269967899,9999.396960457789,0,0,0,1,0,1,1,0,1,0,1
3,2,[None],-0.0868179495991428,9999.721495261103,1,1,0,0,1,1,0,1,0,0,0
3,3,[None],-0.0329650778055941,2912.291409068128,0,1,0,1,0,0,0,1,0,0,0
3,4,[None],0.014832001735880618,205.84495275217952,0,1,1,0,0,0,0,0,1,0,0
