random_seed,fold,threshold,r2,alpha,video_retelling__speech_timing__nsyll,video_retelling__speech_timing__npauses,video_retelling__speech_timing__speechrate,video_retelling__speech_timing__mean_syllable_duration,video_retelling__speech_timing__syllable_duration_std,video_retelling__speech_timing__mean_pause_duration,video_retelling__speech_timing__pause_duration_std
3,0,[None],,9999.7214847634,1,1,1,1,1,1,1
3,1,[None],,205.84495275217952,1,1,1,1,1,1,1
3,2,[None],,9999.721486042828,1,1,1,1,1,1,1
3,3,[None],,9999.721473680102,1,1,1,1,1,1,1
3,4,[None],,9999.721484603124,1,1,1,1,1,1,1
