random_seed,fold,threshold,r2,alpha,rutina__sentiment__NEG,rutina__sentiment__NEU,rutina__sentiment__POS,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh
3,0,[None],-0.04618403429411355,205.84495275217952,1,0,0,1,1,1,1
3,1,[None],-0.03667774909225363,205.84495275217952,0,0,0,0,1,1,1
3,2,[None],0.24561356975777504,3.211167271380098,1,0,0,0,1,0,0
3,3,[None],0.19668624149292857,13.641445019870519,0,0,0,0,1,1,0
3,4,[None],-0.01764561098680506,205.84495275217952,0,1,1,0,1,1,1
