random_seed,fold,threshold,r2,alpha,l1_ratio,rutina__sentiment__NEG,rutina__sentiment__NEU,rutina__sentiment__POS,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh
3,0,[None],0.040425812058401345,0.16737277912442955,0.8907517031004873,1,1,1,0,1,1,0
3,1,[None],0.08698193194852488,0.16737277912442955,0.8907517031004873,0,1,0,0,1,1,0
3,2,[None],0.1986731419358322,0.16737277912442955,0.8907517031004873,1,1,1,0,1,1,1
3,3,[None],0.23018868937567327,0.1673731601700582,0.8907517031004873,1,0,0,1,1,1,1
3,4,[None],0.06182117197763992,0.1673731601700582,0.8907517031004873,1,0,0,0,1,1,1
