random_seed,fold,threshold,r2,C,gamma,agradable__speech_timing__nsyll,agradable__speech_timing__npauses,agradable__speech_timing__syllable_duration_kurtosis,agradable__speech_timing__syllable_duration_skewness,agradable__speech_timing__syllable_duration_max,agradable__speech_timing__syllable_duration_min,agradable__speech_timing__pause_duration_kurtosis,agradable__speech_timing__pause_duration_skewness,agradable__speech_timing__pause_duration_max,agradable__speech_timing__pause_duration_min,agradable__speech_timing__speechrate,agradable__speech_timing__mean_syllable_duration,agradable__speech_timing__syllable_duration_std,agradable__speech_timing__mean_pause_duration,agradable__speech_timing__pause_duration_std
3,0,[None],-0.1695475871088763,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1,[None],-0.2947616718035071,97.98903425808835,9358.103494143817,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,2,[None],-0.14463191585412516,83.2442808357781,2123.391185548851,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3,[None],-0.14401746707790442,19.967458248457756,5142.344432712673,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,4,[None],-0.10345328997353054,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
