feature,importance
lamina2__word_properties__granularity_mean,1.0
lamina2__word_properties__concreteness_mean,1.0
lamina2__mlu__mlu,1.0
lamina2__verbosity__word_count,1.0
lamina2__verbosity__mattr_all,1.0
lamina2__verbosity__adj_count,1.0
lamina2__verbosity__adv_count,1.0
lamina2__verbosity__ratio_noun_over_total,1.0
lamina2__talking_intervals__npauses,1.0
lamina2__talking_intervals__speechrate,1.0
lamina2__talking_intervals__syllable_duration_mean,1.0
