random_seed,fold,threshold,roc_auc,C,Animales__properties__log_frq_promedio,Animales__properties__log_frq_std,Animales__properties__sa_num_phon_promedio,Animales__properties__sa_num_phon_std,Animales__properties__sa_num_syll_promedio,Animales__properties__sa_num_syll_std,Animales__properties__sa_NP__promedio,Animales__properties__sa_NP__std,Animales__properties__concreteness_imputada_promedio,Animales__properties__concreteness_imputada_std,Animales__properties__osv,Animales__properties__granularidad_promedio,Animales__properties__granularidad_std
3,0,[None],0.8770114942528737,4.118069455876453,1,1,1,0,1,1,0,1,0,0,0,1,1
3,1,[None],0.8873563218390804,86.61762795987894,1,0,1,1,1,1,1,1,0,0,0,0,0
3,2,[None],0.7965517241379311,1.167320925807189,1,1,1,1,1,0,1,0,1,1,0,1,1
3,3,[None],0.932183908045977,37.45407443072437,1,0,1,1,1,1,1,1,1,0,0,0,0
3,4,[None],0.8528735632183908,95.07143556956098,1,0,1,1,1,1,1,1,0,0,0,0,0
3,5,[None],0.8597701149425288,1.4655113968820537,1,1,0,0,0,0,0,1,0,0,0,0,0
3,6,[None],0.8500000000000001,15.601948442379607,1,1,1,0,1,0,0,0,0,0,0,1,1
3,7,[None],0.87,2.0585473711308153,1,1,1,0,1,0,0,1,0,0,1,1,1
3,8,[None],0.8833333333333333,2.737499261568556,1,0,1,1,0,0,1,1,1,0,0,1,1
3,9,[None],0.8394444444444445,92.47417055027985,1,1,1,1,1,1,1,1,1,0,0,0,0
9,0,[None],0.8402298850574712,9.767301633426985,1,1,1,1,1,1,0,1,1,1,0,1,1
9,1,[None],0.8678160919540231,18.340532644892395,1,0,1,1,1,1,1,0,0,0,0,0,0
9,2,[None],0.9000000000000001,96.99098822521421,1,1,1,1,1,1,1,1,0,0,0,0,0
9,3,[None],0.9114942528735632,83.2442808357781,1,1,1,1,1,1,1,1,1,1,1,0,0
9,4,[None],0.8908045977011494,1.077571949516523,1,1,1,0,1,0,1,1,1,0,0,1,1
9,5,[None],0.8436781609195402,1.5555740334743913,1,1,1,0,0,0,0,1,1,0,0,1,1
9,6,[None],0.8938888888888888,98.21025066693737,1,0,1,1,1,1,1,1,0,0,0,0,0
9,7,[None],0.851111111111111,2.330198031615642,1,1,1,1,1,0,0,0,1,0,0,1,1
9,8,[None],0.8944444444444444,95.07143556956098,1,1,1,1,1,1,1,1,1,0,1,0,0
9,9,[None],0.8616666666666667,2.2525347898790757,1,1,1,0,1,0,0,1,0,0,1,1,1
27,0,[None],0.8632183908045977,2.0450812988919864,1,1,1,0,0,0,1,1,0,0,0,0,1
27,1,[None],0.8597701149425289,2.2922660706775098,1,1,1,0,1,1,1,1,0,0,0,0,0
27,2,[None],0.9166666666666669,100.0,1,0,1,1,1,1,1,1,1,1,0,0,0
27,3,[None],0.9063218390804598,18.182578538213342,1,1,1,1,1,1,1,1,1,1,0,0,1
27,4,[None],0.8229885057471265,1.0106434083620641,1,1,1,1,1,1,0,1,0,1,0,0,1
27,5,[None],0.8839080459770114,2.0585473711308153,1,0,1,0,1,0,0,0,1,0,0,0,0
27,6,[None],0.8744444444444445,61.185328286948476,1,1,1,1,1,1,1,1,0,0,0,0,0
27,7,[None],0.8622222222222222,2.632163751680419,1,0,1,1,0,0,1,1,1,0,0,0,1
27,8,[None],0.8333333333333334,50.365291341641075,1,1,1,1,1,1,1,1,1,0,0,0,0
27,9,[None],0.8083333333333333,15.601948442379607,1,1,1,1,1,1,1,1,1,0,0,0,0
81,0,[None],0.9275862068965517,65.11856027077455,1,1,1,1,1,1,1,1,1,0,0,0,0
81,1,[None],0.8873563218390805,47.50280773581995,1,1,1,1,1,1,0,0,0,0,0,1,1
