random_seed,fold,threshold,r2,alpha,rutina__sentiment__NEG,rutina__sentiment__NEU,rutina__sentiment__POS,video_retelling__sentiment__NEG,video_retelling__sentiment__NEU,video_retelling__sentiment__POS
3,0,[None],-0.08293066402989724,9997.176732864129,0,0,0,1,0,0
3,1,[None],-0.06928446000768762,9997.176742931655,0,0,0,0,1,0
3,2,[None],-0.0864064568564773,9997.176743037118,0,0,0,0,0,1
3,3,[None],-0.03362598039780007,9997.176732864129,0,0,0,1,1,1
3,4,[None],-0.050376743793516976,9997.176746845571,0,1,1,0,0,0
