random_seed,fold,threshold,r2,C,gamma,rutina__sentiment__NEG,rutina__sentiment__NEU,rutina__sentiment__POS,video_retelling__sentiment__NEG,video_retelling__sentiment__NEU,video_retelling__sentiment__POS
3,0,[None],-0.1352659016458786,0.0001,9636.762619236968,0,0,0,1,1,1
3,1,[None],-0.16928187277669227,77.1270575415599,740.4466099364384,0,0,0,1,1,1
3,2,[None],0.20124736312709823,15.496248122490227,26.242278700409088,0,1,0,1,0,0
3,3,[None],-0.13426464058603504,0.0001,9136.902472824675,1,1,1,1,1,1
3,4,[None],-0.25494120408803034,3.486420813673312,6117.718912161652,1,1,1,1,1,1
