random_seed,fold,threshold,r2,C,gamma,rutina__speech_timing__nsyll,rutina__speech_timing__npauses,rutina__speech_timing__speechrate,rutina__speech_timing__mean_syllable_duration,rutina__speech_timing__syllable_duration_std,rutina__speech_timing__mean_pause_duration,rutina__speech_timing__pause_duration_std
3,0,[None],,96.51126581932469,713.6641135059502,1,1,1,1,1,1,1
3,1,[None],,0.0001,4663.87357583822,1,1,1,1,1,1,1
3,2,[None],,43.194558669709714,2912.2914728575056,1,1,1,1,1,1,1
3,3,[None],,0.11104149608074532,1207.774307280604,1,1,1,1,1,1,1
3,4,[None],,99.58370347031536,5318.178214916761,1,1,1,1,1,1,1
