random_seed,fold,threshold,r2,max_depth,n_estimators,learning_rate,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],,2,440,0.8305611457529375,1,1,1,1
