random_seed,fold,threshold,r2,alpha,rutina__sentiment__NEG,rutina__sentiment__NEU,rutina__sentiment__POS,agradable__sentiment__NEG,agradable__sentiment__NEU,agradable__sentiment__POS,agradable__rutina__dem__age,agradable__rutina__dem__sex
3,0,[None],0.1816922669044584,15.151502860365067,1,1,1,1,1,1,1,0
3,1,[None],0.02879763385627221,85.65648882949176,0,1,1,0,0,1,1,0
3,2,[None],0.20126536812350426,1e-05,1,1,0,1,1,1,1,1
3,3,[None],0.2602088783263016,31.8478183132479,0,1,1,1,1,0,1,0
3,4,[None],-0.008476656512406366,9997.176732864129,0,0,0,1,0,1,1,0
