random_seed,fold,threshold,r2,C,gamma,agradable__word_properties__word_properties_min_concr,agradable__word_properties__word_properties_max_concr,agradable__word_properties__word_properties_std_concr,agradable__word_properties__word_properties_median_concr,agradable__word_properties__word_properties_kurt_concr,agradable__word_properties__word_properties_skew_concr,agradable__word_properties__word_properties_mean_concr,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],-0.11062188232115866,2.8835806395450057,9703.566824871024,1,1,1,1,1,1,1,1,1,1,1
3,1,[None],-0.08945919805995084,30.424293871729475,5247.564363846735,1,1,1,1,1,1,1,1,1,1,1
3,2,[None],-0.1669246970985796,29.21453563905696,3663.618496300733,1,1,1,1,1,1,1,1,1,1,1
3,3,[None],-0.15816411936037444,60.111541062819704,7080.725807153198,1,1,1,1,1,1,1,1,1,1,1
3,4,[None],-0.15938499829139086,3.5907889033580465,9002.31135309353,1,1,1,1,1,1,1,1,1,1,1
