random_seed,fold,threshold,r2,n_neighbors,agradable__word_properties__word_properties_min_concr,agradable__word_properties__word_properties_max_concr,agradable__word_properties__word_properties_std_concr,agradable__word_properties__word_properties_median_concr,agradable__word_properties__word_properties_kurt_concr,agradable__word_properties__word_properties_skew_concr,agradable__word_properties__word_properties_mean_concr,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],0.07937048582758544,17,1,1,1,1,1,0,1,1,0,1,0
3,1,[None],0.010178765736368889,47,0,1,1,0,1,1,1,0,1,1,0
3,2,[None],-0.013167692714413537,54,1,0,1,1,1,1,1,1,0,1,0
3,3,[None],-0.07579251082017935,32,1,1,1,1,0,1,0,1,1,0,1
3,4,[None],0.028589908819284915,15,1,0,1,1,1,1,1,0,0,1,1
