feature,importance
Animales__timing__nsyll,0.2958005
Animales__timing__pause_duration_mean,0.18294768
Animales__timing__speechrate,0.14251861
Animales__timing__pause_duration_std,0.14115854
Animales__timing__syllable_duration_mean,0.12865981
Animales__timing__syllable_duration_std,0.10891486
