feature,importance
recuerdo_agradable__talking_intervals__pause_duration_mean,0.3049659446776021
recuerdo_agradable__mlu__quantity_of_sentences,0.19958492604880787
recuerdo_agradable__verbosity__total_words,0.10299989171850847
recuerdo_agradable__verbosity__noun_count,0.09751569110243048
recuerdo_agradable__talking_intervals__nsyll,0.05116412788565254
recuerdo_agradable__word_properties__log_frq_mean,0.041062845740460506
recuerdo_agradable__word_properties__num_phonemes_mean,0.039968511191063615
recuerdo_agradable__verbosity__adj_count,0.03811114628788314
recuerdo_agradable__talking_intervals__syllable_duration_mean,0.03735695916587656
recuerdo_agradable__verbosity__ratio_adj_over_total,0.03673903011398281
recuerdo_agradable__universal_dependencies__nominal_norm,0.03052840622576056
recuerdo_agradable__verbosity__ratio_noun_over_total,0.020002519841971406
