random_seed,fold,threshold,r2,n_neighbors,agradable__speech_timing__nsyll,agradable__speech_timing__npauses,agradable__speech_timing__syllable_duration_kurtosis,agradable__speech_timing__syllable_duration_skewness,agradable__speech_timing__syllable_duration_max,agradable__speech_timing__syllable_duration_min,agradable__speech_timing__pause_duration_kurtosis,agradable__speech_timing__pause_duration_skewness,agradable__speech_timing__pause_duration_max,agradable__speech_timing__pause_duration_min,agradable__speech_timing__speechrate,agradable__speech_timing__mean_syllable_duration,agradable__speech_timing__syllable_duration_std,agradable__speech_timing__mean_pause_duration,agradable__speech_timing__pause_duration_std
3,0,[None],0.01233384691123951,40,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1
3,1,[None],-0.007754637329252967,48,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
3,2,[None],-0.02807298077486653,33,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
3,3,[None],-0.010630836104073671,38,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3,4,[None],-0.014758538660179621,41,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
