feature,importance
brain__norm_brain_lit__lHIP,0.34265426
brain__norm_brain_lit__rSTG,0.2951307
brain__norm_brain_lit__lITG,0.094655484
brain__norm_brain_lit__lROL,0.055232238
brain__norm_brain_lit__rIFGoperc,0.048180148
brain__norm_brain_lit__rHIP,0.04261637
brain__norm_brain_lit__lMCC,0.03432917
brain__norm_brain_lit__rITG,0.025363857
brain__norm_brain_lit__rTPOsup,0.02036252
brain__norm_brain_lit__lREC,0.015606055
brain__norm_brain_lit__lIFGoperc,0.014430295
brain__norm_brain_lit__lTPOmid,0.007189792
brain__norm_brain_lit__lSTG,0.0042490815
brain__norm_brain_lit__rROL,0.0
brain__norm_brain_lit__rIFGtriang,0.0
brain__norm_brain_lit__lIFGtriang,0.0
brain__norm_brain_lit__rPCC,0.0
brain__norm_brain_lit__lPCC,0.0
brain__norm_brain_lit__rMCC,0.0
brain__norm_brain_lit__rINS,0.0
brain__norm_brain_lit__rREC,0.0
brain__norm_brain_lit__lINS,0.0
brain__norm_brain_lit__lPFCventmed,0.0
brain__norm_brain_lit__rPFCventmed,0.0
brain__norm_brain_lit__lPCUN,0.0
brain__norm_brain_lit__rPCUN,0.0
brain__norm_brain_lit__lPHG,0.0
brain__norm_brain_lit__rPHG,0.0
brain__norm_brain_lit__rMTG,0.0
brain__norm_brain_lit__lMTG,0.0
brain__norm_brain_lit__lTPOsup,0.0
brain__norm_brain_lit__rTPOmid,0.0
