random_seed,fold,threshold,r2,alpha,l1_ratio,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],-0.08294886114555777,3745.401194728224,0.9507143064099162,1,1,1,1,1,1,1,1
3,1,[None],0.02809171871270888,3.984888167467874,0.0,0,1,1,1,1,1,1,1
3,2,[None],0.1865836733878471,0.16737277912442955,0.8907517031004873,0,1,0,0,0,1,1,1
3,3,[None],0.23796781377656795,0.1673731601700582,0.8907517031004873,0,1,0,1,1,1,0,0
3,4,[None],0.06550382436461555,0.1673731601700582,0.8907517031004873,0,1,0,0,0,0,1,1
