random_seed,fold,threshold,r2,C,gamma,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],,0.0001,9689.449400330068,1,1,1,1,1,1,1,1
3,1,[None],,83.2442808357781,2123.391185548851,1,1,1,1,1,1,1,1
3,2,[None],,60.111541062819704,7080.725807153198,1,1,1,1,1,1,1,1
3,3,[None],,0.0001,9489.439844305982,1,1,1,1,1,1,1,1
3,4,[None],,83.2442808357781,2123.391185548851,1,1,1,1,1,1,1,1
