random_seed,fold,threshold,r2,alpha,rutina__sentiment__NEG,rutina__sentiment__NEU,rutina__sentiment__POS
3,0,[None],0.04757711536858811,11.067351643549095,1,1,1
3,1,[None],-0.10646871177142359,205.84495275217952,0,1,1
3,2,[None],0.013854857085284555,11.067448248957078,0,1,1
3,3,[None],0.09777915315583696,0.1163151041676947,0,1,0
3,4,[None],-0.00954138312299846,9997.176732864129,1,0,0
