random_seed,fold,threshold,r2,alpha,rutina__sentiment__NEG,rutina__sentiment__NEU,rutina__sentiment__POS
3,0,[None],0.03800778769741808,0.04091996343863263,0,0,1
3,1,[None],-0.11174801479080632,3745.401194728224,1,1,1
3,2,[None],0.010338322174092252,0.1524401252634125,0,0,1
3,3,[None],0.09592186259195712,0.09324305128106183,1,0,1
3,4,[None],-0.009495641344956507,3745.401194728224,1,1,1
