random_seed,fold,threshold,r2,C,gamma,rutina__sentiment__NEG,rutina__sentiment__NEU,rutina__sentiment__POS
3,0,[None],-0.007512900575971759,0.0001,8157.809366942608,1,1,1
3,1,[None],-0.015284721062819084,0.0001,8153.277456360984,1,1,1
3,2,[None],-0.05641755335791432,0.0001,8160.157767782245,1,1,1
3,3,[None],-0.03049767488319044,6.6617450885591305,9870.010721281778,1,1,1
3,4,[None],0.0040112656211082065,0.0001,8170.80153329067,1,1,1
