random_seed,fold,threshold,r2,C,gamma,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],-0.01854659918621615,3.0086496342283624,9488.045889916228,1,1,1,1,1,1,1,1
3,1,[None],-0.015289487526285228,0.0001,8159.759812497604,1,1,1,1,1,1,1,1
3,2,[None],-0.056406797049087576,0.0001,8154.649868839304,1,1,1,1,1,1,1,1
3,3,[None],-0.024453867570982002,6.505252793368653,9488.855377644779,1,1,1,1,1,1,1,1
3,4,[None],0.0040233497682300445,0.0001,8156.208129189656,1,1,1,1,1,1,1,1
