random_seed,fold,threshold,r2,n_neighbors,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh,video_retelling__word_properties__mean_log_frq,video_retelling__word_properties__mean_num_phonemes,video_retelling__word_properties__mean_num_syll,video_retelling__word_properties__mean_phon_neigh
3,0,[None],-0.011233166152343488,26,1,1,1,1,1,1,1,1
3,1,[None],-0.029555278249787653,20,1,1,1,1,1,1,1,1
3,2,[None],-0.007047649428307157,12,1,0,1,1,1,0,1,0
3,3,[None],0.1253133793809158,5,1,1,1,0,1,0,1,0
3,4,[None],9.897298710059843e-05,24,1,1,1,1,0,1,1,1
