random_seed,fold,threshold,r2,C,gamma,rutina__word_properties__word_properties_min_concr,rutina__word_properties__word_properties_max_concr,rutina__word_properties__word_properties_std_concr,rutina__word_properties__word_properties_median_concr,rutina__word_properties__word_properties_kurt_concr,rutina__word_properties__word_properties_skew_concr,rutina__word_properties__word_properties_mean_concr,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh
3,0,[None],,96.51126581932469,713.6641135059502,1,1,1,1,1,1,1,1,1,1,1
3,1,[None],,0.0001,4663.87357583822,1,1,1,1,1,1,1,1,1,1,1
3,2,[None],,43.194558669709714,2912.2914728575056,1,1,1,1,1,1,1,1,1,1,1
3,3,[None],,0.11104149608074532,1207.774307280604,1,1,1,1,1,1,1,1,1,1,1
3,4,[None],,99.58370347031536,5318.178214916761,1,1,1,1,1,1,1,1,1,1,1
