random_seed,fold,threshold,r2,alpha,video_retelling__speech_timing__nsyll,video_retelling__speech_timing__npauses,video_retelling__speech_timing__syllable_duration_kurtosis,video_retelling__speech_timing__syllable_duration_skewness,video_retelling__speech_timing__syllable_duration_max,video_retelling__speech_timing__syllable_duration_min,video_retelling__speech_timing__pause_duration_kurtosis,video_retelling__speech_timing__pause_duration_skewness,video_retelling__speech_timing__pause_duration_max,video_retelling__speech_timing__pause_duration_min,video_retelling__speech_timing__speechrate,video_retelling__speech_timing__mean_syllable_duration,video_retelling__speech_timing__syllable_duration_std,video_retelling__speech_timing__mean_pause_duration,video_retelling__speech_timing__pause_duration_std
3,0,[None],-0.08276108652405312,9999.721506995216,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1
3,1,[None],-0.028276317706900533,205.84495275217952,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1
3,2,[None],-0.0865142758875237,9999.72149952818,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1
3,3,[None],-0.033529918503724776,9997.893734221878,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
3,4,[None],-0.049913394613187334,9999.721495799518,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1
