random_seed,fold,threshold,r2,alpha,agradable__speech_timing__nsyll,agradable__speech_timing__npauses,agradable__speech_timing__speechrate,agradable__speech_timing__mean_syllable_duration,agradable__speech_timing__syllable_duration_std,agradable__speech_timing__mean_pause_duration,agradable__speech_timing__pause_duration_std
3,0,[None],-0.014983436339167211,367.07983767920405,1,1,0,0,1,0,1
3,1,[None],-0.019471781425785206,913.2573524223133,1,0,1,0,0,1,1
3,2,[None],-0.028072353462201605,9999.396974779556,0,0,1,0,0,1,1
3,3,[None],-0.07122156120450351,205.84495275217952,1,0,1,0,0,1,0
3,4,[None],-0.034872522299835396,3745.401194728224,1,0,1,0,0,1,0
