random_seed,fold,threshold,r2,n_neighbors,agradable__speech_timing__nsyll,agradable__speech_timing__npauses,agradable__speech_timing__speechrate,agradable__speech_timing__mean_syllable_duration,agradable__speech_timing__syllable_duration_std,agradable__speech_timing__mean_pause_duration,agradable__speech_timing__pause_duration_std
3,0,[None],0.008549906268929819,41,0,1,0,0,1,0,0
3,1,[None],0.01194582785081777,31,0,1,1,1,0,1,1
3,2,[None],-0.01989715016178928,59,0,0,1,0,1,1,1
3,3,[None],-0.06673502735776404,44,1,1,1,1,1,1,1
3,4,[None],-0.03308344314599987,60,1,1,1,0,0,0,0
