random_seed,fold,threshold,r2,n_neighbors,rutina__speech_timing__nsyll,rutina__speech_timing__npauses,rutina__speech_timing__syllable_duration_kurtosis,rutina__speech_timing__syllable_duration_skewness,rutina__speech_timing__syllable_duration_max,rutina__speech_timing__syllable_duration_min,rutina__speech_timing__pause_duration_kurtosis,rutina__speech_timing__pause_duration_skewness,rutina__speech_timing__pause_duration_max,rutina__speech_timing__pause_duration_min,rutina__speech_timing__speechrate,rutina__speech_timing__mean_syllable_duration,rutina__speech_timing__syllable_duration_std,rutina__speech_timing__mean_pause_duration,rutina__speech_timing__pause_duration_std
3,0,[None],0.045565931579963914,18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
3,1,[None],0.0011454039896920953,11,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0
3,2,[None],0.04843317180282192,13,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1
3,3,[None],0.016098916362880522,16,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
3,4,[None],0.011924683478621745,8,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
