random_seed,fold,threshold,r2,alpha,rutina__speech_timing__nsyll,rutina__speech_timing__npauses,rutina__speech_timing__syllable_duration_kurtosis,rutina__speech_timing__syllable_duration_skewness,rutina__speech_timing__syllable_duration_max,rutina__speech_timing__syllable_duration_min,rutina__speech_timing__pause_duration_kurtosis,rutina__speech_timing__pause_duration_skewness,rutina__speech_timing__pause_duration_max,rutina__speech_timing__pause_duration_min,rutina__speech_timing__speechrate,rutina__speech_timing__mean_syllable_duration,rutina__speech_timing__syllable_duration_std,rutina__speech_timing__mean_pause_duration,rutina__speech_timing__pause_duration_std
3,0,[None],0.0008582282220053195,205.84495275217952,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
3,1,[None],-0.09289983204308405,205.84495275217952,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
3,2,[None],-0.07869659181467425,9997.176745476636,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3,3,[None],0.005467119251390762,205.84495275217952,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1
3,4,[None],-0.009454942303964264,9997.176749449702,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
