random_seed,fold,threshold,r2,n_neighbors,agradable__word_properties__word_properties_min_concr,agradable__word_properties__word_properties_max_concr,agradable__word_properties__word_properties_std_concr,agradable__word_properties__word_properties_median_concr,agradable__word_properties__word_properties_kurt_concr,agradable__word_properties__word_properties_skew_concr,agradable__word_properties__word_properties_mean_concr,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],-0.0046653459025194355,58,1,1,0,1,0,1,1,1,1,1,0
3,1,[None],-0.0048846152970587475,43,1,0,1,1,1,1,1,1,1,1,1
3,2,[None],-0.018829435305473874,23,0,1,1,1,1,1,1,1,0,1,1
3,3,[None],-0.009246161439427247,47,0,1,1,0,1,0,1,1,1,1,0
3,4,[None],-0.009371397655269176,36,1,0,1,0,1,1,0,1,0,1,1
