random_seed,fold,threshold,r2,alpha,agradable__word_properties__word_properties_min_concr,agradable__word_properties__word_properties_max_concr,agradable__word_properties__word_properties_std_concr,agradable__word_properties__word_properties_median_concr,agradable__word_properties__word_properties_kurt_concr,agradable__word_properties__word_properties_skew_concr,agradable__word_properties__word_properties_mean_concr,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],-0.010911188668428773,9999.721473680102,1,0,0,0,0,1,1,0,1,0,0
3,1,[None],-0.02592094633684594,9999.721473680102,0,0,1,0,1,0,0,0,1,0,1
3,2,[None],-0.017367619675773494,205.84495275217952,0,0,1,0,1,0,0,0,1,0,0
3,3,[None],-0.021098226287679323,9999.396960457789,0,0,1,1,1,1,1,0,0,0,0
3,4,[None],-0.023779974289588557,480.8055277503533,1,0,1,0,0,0,0,0,1,1,1
