random_seed,fold,threshold,r2,alpha,agradable__speech_timing__nsyll,agradable__speech_timing__npauses,agradable__speech_timing__speechrate,agradable__speech_timing__mean_syllable_duration,agradable__speech_timing__syllable_duration_std,agradable__speech_timing__mean_pause_duration,agradable__speech_timing__pause_duration_std,rutina__speech_timing__nsyll,rutina__speech_timing__npauses,rutina__speech_timing__speechrate,rutina__speech_timing__mean_syllable_duration,rutina__speech_timing__syllable_duration_std,rutina__speech_timing__mean_pause_duration,rutina__speech_timing__pause_duration_std
3,0,[None],-0.08271843381892685,9997.89373867525,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3,1,[None],-0.06823582013385976,9999.396960457789,0,1,0,0,1,0,0,1,1,0,1,1,0,0
3,2,[None],-0.03505133735758492,205.84495275217952,0,0,0,1,1,0,1,0,0,0,1,0,1,0
3,3,[None],0.036845919025156104,205.84495275217952,1,0,0,0,1,0,1,1,0,0,1,0,0,1
3,4,[None],0.00864515952693723,205.84495275217952,0,1,0,0,1,0,0,1,0,0,1,0,1,0
