feature,importance
craft__verbosity__adv_count,0.1620369937682287
craft__talking_intervals__syllable_duration_mean,0.1473059850869494
craft__verbosity__adj_count,0.12659062195944756
craft__word_properties__concreteness_mean,0.10423160115054694
craft__verbosity__mattr_all,0.09556985453840547
craft__word_properties__num_syll_mean,0.08154784691363094
craft__verbosity__ratio_adj_over_total,0.07807397428763485
craft__talking_intervals__nsyll,0.05782764825681463
craft__verbosity__verb_count,0.04972973396843394
craft__mlu__mlu,0.03771849754617659
craft__verbosity__noun_count,0.03726029647228869
craft__mlu__sentence_count,0.013173339563266922
craft__verbosity__word_count,0.008933606488175483
