random_seed,fold,threshold,r2,n_neighbors,agradable__word_properties__word_properties_std_concr,agradable__word_properties__word_properties_kurt_concr,agradable__word_properties__word_properties_skew_concr,agradable__word_properties__word_properties_mean_concr,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],,20,1,1,1,1,1,1,1,1
3,1,[None],,44,1,1,1,1,1,1,1,1
3,2,[None],,53,1,1,1,1,1,1,1,1
3,3,[None],,55,1,1,1,1,1,1,1,1
3,4,[None],,26,1,1,1,1,1,1,1,1
