random_seed,fold,threshold,r2,alpha,rutina__sentiment__NEG,rutina__sentiment__NEU,rutina__sentiment__POS,rutina__speech_timing__nsyll,rutina__speech_timing__npauses,rutina__speech_timing__syllable_duration_kurtosis,rutina__speech_timing__syllable_duration_skewness,rutina__speech_timing__syllable_duration_max,rutina__speech_timing__syllable_duration_min,rutina__speech_timing__pause_duration_kurtosis,rutina__speech_timing__pause_duration_skewness,rutina__speech_timing__pause_duration_max,rutina__speech_timing__pause_duration_min,rutina__speech_timing__speechrate,rutina__speech_timing__mean_syllable_duration,rutina__speech_timing__syllable_duration_std,rutina__speech_timing__mean_pause_duration,rutina__speech_timing__pause_duration_std,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh
3,0,[None],0.02050255095492648,205.84495275217952,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1
3,1,[None],-0.10523110329165108,827.5051519285091,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
3,2,[None],-0.04358609464113239,205.84495275217952,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
3,3,[None],0.04755726491614709,205.84495275217952,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1
3,4,[None],-0.00939130338486871,9997.176759917917,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
