random_seed,fold,threshold,r2,alpha,l1_ratio,agradable__pitch__pitch_std,agradable__pitch__pitch_skewness,agradable__pitch__pitch_kurtosis,agradable__pitch__pitch_max,agradable__pitch__pitch_min,agradable__pitch__jitter_skewness,agradable__pitch__jitter_kurtosis,agradable__pitch__jitter_max,agradable__pitch__jitter_min,agradable__pitch__shimmer_skewness,agradable__pitch__shimmer_kurtosis,agradable__pitch__shimmer_max,agradable__pitch__shimmer_min,agradable__pitch__hnr_skewness,agradable__pitch__hnr_kurtosis,agradable__pitch__hnr_max,agradable__pitch__hnr_min,agradable__pitch__query_duration,agradable__pitch__pitch_mean,agradable__pitch__jitter_mean,agradable__pitch__jitter_std,agradable__pitch__shimmer_mean,agradable__pitch__shimmer_std,agradable__pitch__hnr_mean,agradable__pitch__hnr_std,rutina__pitch__pitch_std,rutina__pitch__pitch_skewness,rutina__pitch__pitch_kurtosis,rutina__pitch__pitch_max,rutina__pitch__pitch_min,rutina__pitch__jitter_skewness,rutina__pitch__jitter_kurtosis,rutina__pitch__jitter_max,rutina__pitch__jitter_min,rutina__pitch__shimmer_skewness,rutina__pitch__shimmer_kurtosis,rutina__pitch__shimmer_max,rutina__pitch__shimmer_min,rutina__pitch__hnr_skewness,rutina__pitch__hnr_kurtosis,rutina__pitch__hnr_max,rutina__pitch__hnr_min,rutina__pitch__query_duration,rutina__pitch__pitch_mean,rutina__pitch__jitter_mean,rutina__pitch__jitter_std,rutina__pitch__shimmer_mean,rutina__pitch__shimmer_std,rutina__pitch__hnr_mean,rutina__pitch__hnr_std,agradable__rutina__dem__age,agradable__rutina__dem__sex
3,0,[None],0.10412963433701494,1.288257331625192,0.7556873954140674,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0
3,1,[None],0.013964257303803684,1.288257331625192,0.75568739442315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,2,[None],0.06306715793827777,1.288257331625192,0.75568739442315,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0
3,3,[None],0.13450833623675085,1.288257331625192,0.7556873954140674,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0
3,4,[None],-0.003122815708394011,1.288257331625192,0.7556873920998834,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1
