random_seed,fold,threshold,r2,alpha,rutina__sentiment__NEG,rutina__sentiment__NEU,rutina__sentiment__POS,rutina__speech_timing__nsyll,rutina__speech_timing__npauses,rutina__speech_timing__syllable_duration_kurtosis,rutina__speech_timing__syllable_duration_skewness,rutina__speech_timing__syllable_duration_max,rutina__speech_timing__syllable_duration_min,rutina__speech_timing__pause_duration_kurtosis,rutina__speech_timing__pause_duration_skewness,rutina__speech_timing__pause_duration_max,rutina__speech_timing__pause_duration_min,rutina__speech_timing__speechrate,rutina__speech_timing__mean_syllable_duration,rutina__speech_timing__syllable_duration_std,rutina__speech_timing__mean_pause_duration,rutina__speech_timing__pause_duration_std
3,0,[None],0.11377729739080988,0.10852160633347431,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
3,1,[None],0.04945889503499612,0.19773514359769556,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0
3,2,[None],0.25304678304908135,0.05535276401723402,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0
3,3,[None],-0.03366583541147117,3745.401194728224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,4,[None],0.14643101747744347,0.05535276332334463,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
