random_seed,fold,threshold,r2,alpha,l1_ratio,rutina__speech_timing__nsyll,rutina__speech_timing__npauses,rutina__speech_timing__syllable_duration_kurtosis,rutina__speech_timing__syllable_duration_skewness,rutina__speech_timing__syllable_duration_max,rutina__speech_timing__syllable_duration_min,rutina__speech_timing__pause_duration_kurtosis,rutina__speech_timing__pause_duration_skewness,rutina__speech_timing__pause_duration_max,rutina__speech_timing__pause_duration_min,rutina__speech_timing__speechrate,rutina__speech_timing__mean_syllable_duration,rutina__speech_timing__syllable_duration_std,rutina__speech_timing__mean_pause_duration,rutina__speech_timing__pause_duration_std,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh
3,0,[None],0.09375855384016385,0.6068778631113001,0.025648140518152614,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
3,1,[None],0.05071834904988182,0.6662573425524926,0.32174414277952923,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0
3,2,[None],0.10329699884437848,0.6728622884095313,0.31614318783035666,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0
3,3,[None],0.24208967674835336,0.23960386736327824,0.644520863786522,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0
3,4,[None],0.15284703161812396,0.21511262129515213,0.4891852030298195,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0
