random_seed,fold,threshold,r2,alpha,l1_ratio,rutina__word_properties__word_properties_std_concr,rutina__word_properties__word_properties_kurt_concr,rutina__word_properties__word_properties_skew_concr,rutina__word_properties__word_properties_mean_concr,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh
3,0,[None],0.013041273363119998,3.984711043869246,0.0,1,0,1,1,1,1,1,1
3,1,[None],0.08535971260752773,0.16737280980870695,0.8907517031004873,0,0,0,0,0,0,1,1
3,2,[None],-0.02829709788341983,3745.401194728224,0.9507143064099162,1,1,1,1,1,1,1,1
3,3,[None],0.05935783264975569,0.16737277912442955,0.8907517031004873,0,1,0,0,0,0,0,1
3,4,[None],0.01828141083108381,2.435532222301235,0.0,0,0,0,0,0,1,1,1
