random_seed,fold,threshold,r2,alpha,rutina__word_properties__word_properties_std_concr,rutina__word_properties__word_properties_kurt_concr,rutina__word_properties__word_properties_skew_concr,rutina__word_properties__word_properties_mean_concr,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh
3,0,[None],0.017517281802476248,205.84495275217952,1,0,1,1,1,1,1,1
3,1,[None],0.0802642144339426,93.66967582978944,0,0,0,1,0,1,1,1
3,2,[None],0.016223556164712494,205.84495275217952,0,0,0,0,0,1,1,1
3,3,[None],0.047034498379965206,44.956202623087215,0,0,0,0,0,1,1,1
3,4,[None],0.009296023234401929,205.84495275217952,0,0,0,0,0,1,1,1
