random_seed,fold,threshold,r2,alpha,rutina__speech_timing__nsyll,rutina__speech_timing__npauses,rutina__speech_timing__syllable_duration_kurtosis,rutina__speech_timing__syllable_duration_skewness,rutina__speech_timing__syllable_duration_max,rutina__speech_timing__syllable_duration_min,rutina__speech_timing__pause_duration_kurtosis,rutina__speech_timing__pause_duration_skewness,rutina__speech_timing__pause_duration_max,rutina__speech_timing__pause_duration_min,rutina__speech_timing__speechrate,rutina__speech_timing__mean_syllable_duration,rutina__speech_timing__syllable_duration_std,rutina__speech_timing__mean_pause_duration,rutina__speech_timing__pause_duration_std
3,0,[None],-0.010722087882431897,10000.0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1
3,1,[None],-0.026012982879199287,9997.893755972522,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
3,2,[None],0.009557700910352351,205.84495275217952,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1
3,3,[None],-0.02108433330330639,9999.721501159729,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1
3,4,[None],-0.027685520201919056,9999.721502619208,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
