random_seed,fold,threshold,r2,alpha,l1_ratio,agradable__speech_timing__nsyll,agradable__speech_timing__npauses,agradable__speech_timing__speechrate,agradable__speech_timing__mean_syllable_duration,agradable__speech_timing__syllable_duration_std,agradable__speech_timing__mean_pause_duration,agradable__speech_timing__pause_duration_std
3,0,[None],-0.08294886114555777,3745.401194728224,0.9507143064099162,1,1,1,1,1,1,1
3,1,[None],-0.06929250393838537,3745.401194728224,0.9507143064099162,1,1,1,1,1,1,1
3,2,[None],-0.02654419653836615,2.2956618890269733,0.0,0,0,0,1,1,0,1
3,3,[None],0.02449758081816611,3.984899033335375,0.0,1,0,0,0,1,0,1
3,4,[None],-0.05044157608695632,3745.401194728224,0.9507143064099162,1,1,1,1,1,1,1
