random_seed,fold,threshold,r2,alpha,agradable__speech_timing__nsyll,agradable__speech_timing__npauses,agradable__speech_timing__speechrate,agradable__speech_timing__mean_syllable_duration,agradable__speech_timing__syllable_duration_std,agradable__speech_timing__mean_pause_duration,agradable__speech_timing__pause_duration_std
3,0,[None],-0.011254649551454943,3745.401194728224,1,1,1,1,1,1,1
3,1,[None],-0.026302977889592905,3745.401194728224,1,1,1,1,1,1,1
3,2,[None],-0.05161236702127647,3745.401194728224,1,1,1,1,1,1,1
3,3,[None],-0.021417006035032493,3745.401194728224,1,1,1,1,1,1,1
3,4,[None],-0.02807107166230116,3745.401194728224,1,1,1,1,1,1,1
