random_seed,fold,threshold,r2,alpha,agradable__sentiment__NEG,agradable__sentiment__NEU,agradable__sentiment__POS,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],-0.07193134009039959,548.2535813518167,0,0,1,1,0,1,1
3,1,[None],-0.029462670359060583,205.84495275217952,0,1,1,1,0,1,1
3,2,[None],-0.07718667479045727,334.51381705365986,0,1,0,1,0,1,0
3,3,[None],-0.021462532558916392,367.8394130376698,0,0,1,1,0,0,1
3,4,[None],-0.022991767732911228,205.84495275217952,0,1,1,1,1,1,1
