random_seed,fold,threshold,r2,n_neighbors,rutina__sentiment__NEG,rutina__sentiment__NEU,rutina__sentiment__POS,video_retelling__sentiment__NEG,video_retelling__sentiment__NEU,video_retelling__sentiment__POS
3,0,[None],0.07582043120066184,15,0,1,1,0,1,0
3,1,[None],0.03723370779445545,18,1,0,1,1,1,1
3,2,[None],0.012479506328148204,11,1,1,1,1,1,1
3,3,[None],0.13869635776413403,8,0,1,1,1,1,1
3,4,[None],-0.017929984779299968,25,0,1,1,0,1,1
