random_seed,fold,threshold,r2,C,gamma,rutina__sentiment__NEG,rutina__sentiment__NEU,rutina__sentiment__POS,video_retelling__sentiment__NEG,video_retelling__sentiment__NEU,video_retelling__sentiment__POS
3,0,[None],-0.018655846909136242,3.092392349596737,9291.590358078567,1,1,1,1,1,1
3,1,[None],-0.015289487526285228,0.0001,9698.666438817165,1,1,1,1,1,1
3,2,[None],-0.05640697084482471,0.00010612962881901143,1206.7454204904798,1,1,1,1,1,1
3,3,[None],-0.024453867570982002,6.505252793368653,9488.855377644779,1,1,1,1,1,1
3,4,[None],0.0040233497682300445,0.0001,9700.368994061582,1,1,1,1,1,1
