random_seed,fold,threshold,r2,n_neighbors,agradable__word_properties__word_properties_min_concr,agradable__word_properties__word_properties_max_concr,agradable__word_properties__word_properties_std_concr,agradable__word_properties__word_properties_median_concr,agradable__word_properties__word_properties_kurt_concr,agradable__word_properties__word_properties_skew_concr,agradable__word_properties__word_properties_mean_concr,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],0.05325600956217613,7,1,1,1,1,1,0,0,0,1,1,1
3,1,[None],0.05210150821789361,11,0,1,0,1,1,0,1,1,1,1,1
3,2,[None],-0.05576145233083274,21,0,1,1,1,1,1,1,1,0,1,1
3,3,[None],-0.008256269049598197,24,1,1,1,1,1,1,0,1,1,1,1
3,4,[None],-0.013371290545203474,21,1,1,1,1,1,1,1,1,1,1,1
