random_seed,fold,threshold,r2,alpha,agradable__word_properties__word_properties_min_concr,agradable__word_properties__word_properties_max_concr,agradable__word_properties__word_properties_std_concr,agradable__word_properties__word_properties_median_concr,agradable__word_properties__word_properties_kurt_concr,agradable__word_properties__word_properties_skew_concr,agradable__word_properties__word_properties_mean_concr,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],-0.06318136679797215,307.3401047162237,0,1,1,0,1,0,0,1,0,1,1
3,1,[None],-0.03235980885799017,205.84495275217952,0,1,0,1,1,0,1,1,0,1,1
3,2,[None],-0.08642695215078211,9999.396960457789,0,0,0,1,0,0,1,1,0,0,0
3,3,[None],-0.03299696354328252,9999.396960457789,0,0,0,1,1,1,1,1,0,0,1
3,4,[None],-0.025509635912535522,205.84495275217952,0,0,0,0,1,0,0,1,1,1,1
