random_seed,fold,threshold,r2,n_neighbors,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],,24,1,1,1,1,1,1,1,1
3,1,[None],,6,1,1,1,1,1,1,1,1
3,2,[None],,14,1,1,1,1,1,1,1,1
3,3,[None],,3,1,1,1,1,1,1,1,1
3,4,[None],,7,1,1,1,1,1,1,1,1
