random_seed,fold,threshold,r2,alpha,rutina__sentiment__NEG,rutina__sentiment__NEU,rutina__sentiment__POS
3,0,[None],-0.08294755802330545,9997.89371812806,1,0,0
3,1,[None],-0.06929735917146784,9999.721473680102,0,1,0
3,2,[None],-0.08686678060990194,9997.89371812806,1,0,0
3,3,[None],-0.033670022397193966,9997.89371812806,1,0,0
3,4,[None],-0.04778905166037384,205.84495275217952,0,1,1
