random_seed,fold,threshold,r2,alpha,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],-0.020019402265928132,9997.176732864129,1,0,0,0,0,1,0,0
3,1,[None],-0.11150135676148998,9997.176732864129,0,0,0,0,0,0,1,1
3,2,[None],-0.07868522501017128,9997.176744753662,1,0,0,0,0,1,0,0
3,3,[None],-0.0048745248495718485,205.84495275217952,1,0,0,1,0,1,1,1
3,4,[None],0.014355224004301004,205.84495275217952,1,0,0,0,1,1,0,0
