random_seed,fold,threshold,r2,n_neighbors,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh,agradable__word_properties__mean_log_frq,agradable__word_properties__mean_num_phonemes,agradable__word_properties__mean_num_syll,agradable__word_properties__mean_phon_neigh
3,0,[None],0.004805715392900423,19,0,1,1,1,1,0,1,1
3,1,[None],-0.09258195780348788,27,0,0,1,1,1,0,1,1
3,2,[None],-0.06121284620580969,20,1,1,1,1,1,1,1,1
3,3,[None],0.058008162253773365,16,1,1,1,1,1,1,1,1
3,4,[None],0.00667360713022791,21,1,1,1,1,1,0,1,1
