feature,importance
Animales__vr__count,0.4638470026140912
Animales__timing__nsyll,0.1609616997120203
Animales__timing__speechrate,0.10430722447504547
Animales__timing__pause_duration_std,0.09791442200919814
Animales__timing__pause_duration_mean,0.07080203936503675
Animales__timing__syllable_duration_mean,0.060937222979235046
Animales__timing__npauses,0.04123038884537323
