random_seed,fold,threshold,r2,n_neighbors,rutina__word_properties__word_properties_std_concr,rutina__word_properties__word_properties_kurt_concr,rutina__word_properties__word_properties_skew_concr,rutina__word_properties__word_properties_mean_concr,rutina__word_properties__mean_log_frq,rutina__word_properties__mean_num_phonemes,rutina__word_properties__mean_num_syll,rutina__word_properties__mean_phon_neigh
3,0,[None],0.03962522881535535,23,1,1,1,1,0,1,1,1
3,1,[None],-0.012064637756111107,52,1,1,1,1,1,1,1,1
3,2,[None],-0.009037045197028748,26,1,1,1,1,1,0,1,1
3,3,[None],-0.014313085717089447,50,1,1,1,1,1,1,0,1
3,4,[None],-0.015347800764016206,13,1,1,1,1,1,1,1,1
